gazebo-time, fl-z, foot-time, fl-contact, gazebo-time, fl-y, gazebo-time, fl-x, gazebo-time, fr-z, foot-time, fr-contact, gazebo-time, fr-y, gazebo-time, fr-x, gazebo-time, rl-z, foot-time, rl-contact, gazebo-time, rl-y, gazebo-time, rl-x, gazebo-time, rr-z, foot-time, rr-contact, gazebo-time, rr-y, gazebo-time, rr-x
2801.568000000000211, 62.057100322027089589, 2801.568000000000211, 1, 2801.568000000000211, -10.726908609908784697, 2801.568000000000211, -0.75054719200917219268, 2801.568000000000211, 59.1147620621631944, 2801.568000000000211, 1, 2801.568000000000211, 8.4461173972792575881, 2801.568000000000211, 2.4525889891163714651, 2801.568000000000211, 41.617892084072572345, 2801.568000000000211, 1, 2801.568000000000211, -2.8558867509452587896, 2801.568000000000211, -0.91426862000971453881, 2801.568000000000211, 41.968394481434920351, 2801.568000000000211, 1, 2801.568000000000211, 5.2466152133150298909, 2801.568000000000211, 4.3208702309531474839
2801.5729999999998654, 62.057101769760386389, 2801.5729999999998654, 1, 2801.5729999999998654, -10.726777055640395631, 2801.5729999999998654, -0.75054377399292704354, 2801.5729999999998654, 59.114768650880819223, 2801.5729999999998654, 1, 2801.5729999999998654, 8.445992771485178352, 2801.5729999999998654, 2.4525818326371471301, 2801.5729999999998654, 41.617892731606119128, 2801.5729999999998654, 1, 2801.5729999999998654, -2.8558334454328622165, 2801.5729999999998654, -0.91426320604936250902, 2801.5729999999998654, 41.96839072495454559, 2801.5729999999998654, 1, 2801.5729999999998654, 5.2465549785728713417, 2801.5729999999998654, 4.3208632278028211715
2801.5850000000000364, 62.057103217377573401, 2801.5779999999999745, 1, 2801.5850000000000364, -10.726645503103469537, 2801.5850000000000364, -0.75054035591481138567, 2801.5850000000000364, 59.114775239491848424, 2801.5779999999999745, 1, 2801.5850000000000364, 8.4458681473964087871, 2801.5850000000000364, 2.4525746761774129823, 2801.5850000000000364, 41.617893379166631007, 2801.5779999999999745, 1, 2801.5850000000000364, -2.8557801407311624864, 2801.5850000000000364, -0.91425779211424540449, 2801.5850000000000364, 41.968386968456840691, 2801.5779999999999745, 1, 2801.5850000000000364, 5.2464947446398211284, 2801.5850000000000364, 4.3208562246568895659
2801.5880000000001928, 62.057104664869626731, 2801.5830000000000837, 1, 2801.5880000000001928, -10.726513952293490917, 2801.5880000000001928, -0.75053693777212870941, 2801.5880000000001928, 59.114781828021691013, 2801.5830000000000837, 1, 2801.5880000000001928, 8.4457435250280799011, 2801.5880000000001928, 2.4525675197374319225, 2801.5880000000001928, 41.617894026754456149, 2801.5830000000000837, 1, 2801.5880000000001928, -2.8557268368376207412, 2801.5880000000001928, -0.91425237821140825645, 2801.5880000000001928, 41.968383211969978674, 2801.5830000000000837, 1, 2801.5880000000001928, 5.2464345115413815179, 2801.5880000000001928, 4.3208492215083609267
2801.5880000000001928, 62.057106112255397079, 2801.5880000000001928, 1, 2801.5880000000001928, -10.726382403221785822, 2801.5880000000001928, -0.75053351957124903038, 2801.5880000000001928, 59.114788416437946239, 2801.5880000000001928, 1, 2801.5880000000001928, 8.4456189043661975546, 2801.5880000000001928, 2.4525603633189376751, 2801.5880000000001928, 41.6178946743713567, 2801.5880000000001928, 1, 2801.5880000000001928, -2.8556735337532206387, 2801.5880000000001928, -0.91424696433821495134, 2801.5880000000001928, 41.9683794554487406, 2801.5880000000001928, 1, 2801.5880000000001928, 5.2463742792382310753, 2801.5880000000001928, 4.3208422183666179706
2801.5990000000001601, 62.057107559516516915, 2801.5929999999998472, 1, 2801.5990000000001601, -10.726250855877726309, 2801.5990000000001601, -0.75053010130443809089, 2801.5990000000001601, 59.114795004753887042, 2801.5929999999998472, 1, 2801.5990000000001601, 8.4454942854206507263, 2801.5990000000001601, 2.4525532069217632625, 2801.5990000000001601, 41.617895322006255299, 2801.5929999999998472, 1, 2801.5990000000001601, -2.8556202314665037889, 2801.5990000000001601, -0.91424155049442390464, 2801.5990000000001601, 41.968375698920837635, 2801.5929999999998472, 1, 2801.5990000000001601, 5.2463140477648879667, 2801.5990000000001601, 4.3208352152241396027
2801.6039999999998145, 62.057109006665250206, 2801.5979999999999563, 1, 2801.6039999999998145, -10.726119310253803718, 2801.6039999999998145, -0.75052668298209823661, 2801.6039999999998145, 59.114801592973449829, 2801.5979999999999563, 1, 2801.6039999999998145, 8.4453696681892616027, 2801.6039999999998145, 2.4525460505443135162, 2801.6039999999998145, 41.617895969687580759, 2801.5979999999999563, 1, 2801.6039999999998145, -2.8555669299936212724, 2801.6039999999998145, -0.91423613668059999782, 2801.6039999999998145, 41.968371942374140815, 2801.5979999999999563, 1, 2801.6039999999998145, 5.2462538170997694564, 2801.6039999999998145, 4.3208282120873313659
2801.6089999999999236, 62.057110453678653528, 2801.6030000000000655, 1, 2801.6089999999999236, -10.725987766365260967, 2801.6089999999999236, -0.75052326459224261157, 2801.6089999999999236, 59.114808181091873962, 2801.6030000000000655, 1, 2801.6089999999999236, 8.4452450526621785087, 2801.6089999999999236, 2.4525388941870822634, 2801.6089999999999236, 41.617896617379109614, 2801.6030000000000655, 1, 2801.6089999999999236, -2.8555136293262566305, 2801.6089999999999236, -0.91423072289826379233, 2801.6089999999999236, 41.968368185829788786, 2801.6030000000000655, 1, 2801.6089999999999236, 5.2461935872471752162, 2801.6089999999999236, 4.3208212089472688433
2801.6089999999999236, 62.057111900588282083, 2801.6080000000001746, 1, 2801.6089999999999236, -10.725856224198288658, 2801.6089999999999236, -0.75051984614334443791, 2801.6089999999999236, 59.114814769100512137, 2801.6080000000001746, 1, 2801.6089999999999236, 8.4451204388515801469, 2801.6089999999999236, 2.4525317378527766721, 2801.6089999999999236, 41.617897265114166316, 2801.6080000000001746, 1, 2801.6089999999999236, -2.8554603294717053608, 2801.6089999999999236, -0.9142253091446406188, 2801.6089999999999236, 41.968364429254378933, 2801.6080000000001746, 1, 2801.6089999999999236, 5.2461333582125559971, 2801.6089999999999236, 4.3208142058131890906
2801.6199999999998909, 62.00145735685894266, 2801.612999999999829, 1, 2801.6199999999998909, -10.786440264272050271, 2801.6199999999998909, -2.4822880496873658274, 2801.6199999999998909, 59.13049957869356632, 2801.612999999999829, 1, 2801.6199999999998909, 8.6816595419930209232, 2801.6199999999998909, 0.3282416482522094725, 2801.6199999999998909, 41.573027739148649573, 2801.612999999999829, 1, 2801.6199999999998909, -3.1449828740292629092, 2801.6199999999998909, -1.6825639175240283407, 2801.6199999999998909, 42.076215414570683038, 2801.612999999999829, 1, 2801.6199999999998909, 5.3622178620058029708, 2801.6199999999998909, 2.8935569298577092923
