gazebo-time, fl-z, foot-contact-time, fl-contact, gazebo-time, fr-z, foot-contact-time, fr-contact, gazebo-time, rl-z, foot-contact-time, rl-contact, gazebo-time, rr-z, foot-contact-time, rr-contact
2906.0419999999999163, 67.643230653701067467, 2905.9580000000000837, 1, 2906.0419999999999163, 54.196406480405784123, 2905.9580000000000837, 1, 2906.0419999999999163, 35.525994068663266034, 2905.9580000000000837, 1, 2906.0419999999999163, 47.418543878753666831, 2905.9580000000000837, 1
2906.0419999999999163, 67.643222199998007227, 2905.9630000000001928, 1, 2906.0419999999999163, 54.196423203392257051, 2905.9630000000001928, 1, 2906.0419999999999163, 35.526005431511023858, 2905.9630000000001928, 1, 2906.0419999999999163, 47.418530962058177636, 2905.9630000000001928, 1
2906.0520000000001346, 67.643213301274570881, 2905.9679999999998472, 1, 2906.0520000000001346, 54.196439926116376284, 2905.9679999999998472, 1, 2906.0520000000001346, 35.526017392375123904, 2905.9679999999998472, 1, 2906.0520000000001346, 47.418517365531769769, 2905.9679999999998472, 1
2906.0610000000001492, 67.643190995168708923, 2905.9729999999999563, 1, 2906.0610000000001492, 54.196450849523678528, 2905.9729999999999563, 1, 2906.0610000000001492, 35.526030532349437863, 2905.9729999999999563, 1, 2906.0610000000001492, 47.418500124600207357, 2905.9729999999999563, 1
2906.0709999999999127, 67.643182096452349583, 2905.9789999999998145, 1, 2906.0709999999999127, 54.196467571855279743, 2905.9789999999998145, 1, 2906.0709999999999127, 35.526042493208628059, 2905.9789999999998145, 1, 2906.0709999999999127, 47.418486528149870196, 2905.9789999999998145, 1
2906.081000000000131, 67.64317319766909975, 2905.9839999999999236, 1, 2906.081000000000131, 54.196484293919510833, 2905.9839999999999236, 1, 2906.081000000000131, 35.526054454047212516, 2905.9839999999999236, 1, 2906.081000000000131, 47.418472931693685268, 2905.9839999999999236, 1
2906.0920000000000982, 67.6431638538433333, 2905.987999999999829, 1, 2906.0920000000000982, 54.196501851788383419, 2905.987999999999829, 1, 2906.0920000000000982, 35.526067012895261144, 2905.987999999999829, 1, 2906.0920000000000982, 47.418458655420764103, 2905.987999999999829, 1
2906.11200000000008, 67.643140142504648793, 2905.9929999999999382, 1, 2906.11200000000008, 54.196511946936411164, 2905.9929999999999382, 1, 2906.11200000000008, 35.526080321500032255, 2905.9929999999999382, 1, 2906.11200000000008, 47.41844021482251037, 2905.9929999999999382, 1
2906.1219999999998436, 67.440071509300594244, 2905.9989999999997963, 1, 2906.1219999999998436, 53.794950234571736303, 2905.9989999999997963, 1, 2906.1219999999998436, 35.126824228167009778, 2905.9989999999997963, 1, 2906.1219999999998436, 47.419597921423715547, 2905.9989999999997963, 1
2906.1219999999998436, 67.440061693266599718, 2906.0030000000001564, 1, 2906.1219999999998436, 53.794966783205779848, 2906.0030000000001564, 1, 2906.1219999999998436, 35.12683470193825741, 2906.0030000000001564, 1, 2906.1219999999998436, 47.419585138239746414, 2906.0030000000001564, 1
2906.1320000000000618, 67.440051877181531381, 2906.0079999999998108, 1, 2906.1320000000000618, 53.794983331618439593, 2906.0079999999998108, 1, 2906.1320000000000618, 35.126845175712396951, 2906.0079999999998108, 1, 2906.1320000000000618, 47.419572355060374491, 2906.0079999999998108, 1
2906.1410000000000764, 67.643090181018251883, 2906.012000000000171, 1, 2906.1410000000000764, 54.196571369690573761, 2906.012000000000171, 1, 2906.1410000000000764, 35.526128914592774777, 2906.012000000000171, 1, 2906.1410000000000764, 47.418383025368797234, 2906.012000000000171, 1
2906.1619999999998072, 67.440032244855956378, 2906.0180000000000291, 1, 2906.1619999999998072, 53.795016427750169896, 2906.0180000000000291, 1, 2906.1619999999998072, 35.126866123248987606, 2906.0180000000000291, 1, 2906.1619999999998072, 47.419545443146930097, 2906.0180000000000291, 1
2906.1720000000000255, 67.440022428609864846, 2906.0239999999998872, 1, 2906.1720000000000255, 53.795032975474299519, 2906.0239999999998872, 1, 2906.1720000000000255, 35.12687659701378351, 2906.0239999999998872, 1, 2906.1720000000000255, 47.419531987197288458, 2906.0239999999998872, 1
2906.1720000000000255, 67.440012612313879004, 2906.0279999999997926, 1, 2906.1720000000000255, 53.795049522958947819, 2906.0279999999997926, 1, 2906.1720000000000255, 35.126887070788228584, 2906.0279999999997926, 1, 2906.1720000000000255, 47.419518531264955641, 2906.0279999999997926, 1
2906.193000000000211, 67.643039775901854682, 2906.0340000000001055, 1, 2906.193000000000211, 54.196631626013356708, 2906.0340000000001055, 1, 2906.193000000000211, 35.526178105779564476, 2906.0340000000001055, 1, 2906.193000000000211, 47.418324477337364442, 2906.0340000000001055, 1
2906.193000000000211, 67.643029986900174322, 2906.0390000000002146, 1, 2906.193000000000211, 54.196650017559534263, 2906.0390000000002146, 1, 2906.193000000000211, 35.526191262563770579, 2906.0390000000002146, 1, 2906.193000000000211, 47.41830952150709777, 2906.0390000000002146, 1
2906.2029999999999745, 67.643020642764099648, 2906.0430000000001201, 1, 2906.2029999999999745, 54.196667572838563842, 2906.0430000000001201, 1, 2906.2029999999999745, 35.526203821292547502, 2906.0430000000001201, 1, 2906.2029999999999745, 47.418295245498114809, 2906.0430000000001201, 1
2906.2229999999999563, 67.643012188460602374, 2906.0479999999997744, 1, 2906.2229999999999563, 54.196683455931015772, 2906.0479999999997744, 1, 2906.2229999999999563, 35.526215183932613684, 2906.0479999999997744, 1, 2906.2229999999999563, 47.41828232910309282, 2906.0479999999997744, 1
2906.2319999999999709, 67.642986631349458548, 2906.0540000000000873, 1, 2906.2319999999999709, 54.196692723884396514, 2906.0540000000000873, 1, 2906.2319999999999709, 35.526228661620237403, 2906.0540000000000873, 1, 2906.2319999999999709, 47.418264050512902941, 2906.0540000000000873, 1
2906.2319999999999709, 67.642977732164411009, 2906.0579999999999927, 1, 2906.2319999999999709, 54.19670944257539702, 2906.0579999999999927, 1, 2906.2319999999999709, 35.526240622302559302, 2906.0579999999999927, 1, 2906.2319999999999709, 47.418250454404429206, 2906.0579999999999927, 1
2906.2530000000001564, 67.642969722825171175, 2906.0630000000001019, 1, 2906.2530000000001564, 54.196724489175196027, 2906.0630000000001019, 1, 2906.2530000000001564, 35.526251386896177564, 2906.0630000000001019, 1, 2906.2530000000001564, 47.418238217897339837, 2906.0630000000001019, 1
2906.2660000000000764, 67.642947868789391919, 2906.068000000000211, 1, 2906.2660000000000764, 54.1967354131012371, 2906.068000000000211, 1, 2906.2660000000000764, 35.526264527601526311, 2906.068000000000211, 1, 2906.2660000000000764, 47.418220980491916805, 2906.068000000000211, 1
2906.2730000000001382, 67.64293622903848302, 2906.0729999999998654, 1, 2906.2730000000001382, 54.196752975257851404, 2906.0729999999998654, 1, 2906.2730000000001382, 35.526277852917203859, 2906.0729999999998654, 1, 2906.2730000000001382, 47.418205504700914332, 2906.0729999999998654, 1
2906.2730000000001382, 67.642927329731108443, 2906.0790000000001783, 1, 2906.2730000000001382, 54.196769693040778293, 2906.0790000000001783, 1, 2906.2730000000001382, 35.526289813540941509, 2906.0790000000001783, 1, 2906.2730000000001382, 47.418191908664837797, 2906.0790000000001783, 1
2906.2840000000001055, 67.64291843032918905, 2906.0830000000000837, 1, 2906.2840000000001055, 54.19678641056279389, 2906.0830000000000837, 1, 2906.2840000000001055, 35.526301774150695678, 2906.0830000000000837, 1, 2906.2840000000001055, 47.418178312637536465, 2906.0830000000000837, 1
2906.2930000000001201, 67.642909530840412913, 2906.0880000000001928, 1, 2906.2930000000001201, 54.196803127811847389, 2906.0880000000001928, 1, 2906.2930000000001201, 35.526313734737392735, 2906.0880000000001928, 1, 2906.2930000000001201, 47.418164716610760934, 2906.0880000000001928, 1
2906.3029999999998836, 67.642889528749321926, 2906.0929999999998472, 1, 2906.3029999999998836, 54.196814879251704156, 2906.0929999999998472, 1, 2906.3029999999998836, 35.526326706991014248, 2906.0929999999998472, 1, 2906.3029999999998836, 47.418148000059431979, 2906.0929999999998472, 1
2906.3229999999998654, 67.642876928592031049, 2906.0990000000001601, 1, 2906.3229999999998654, 54.196829941003571207, 2906.0990000000001601, 1, 2906.3229999999998654, 35.52633900482503293, 2906.0990000000001601, 1, 2906.3229999999998654, 47.418133363997036156, 2906.0990000000001601, 1
2906.3330000000000837, 67.642868474041492277, 2906.1030000000000655, 1, 2906.3330000000000837, 54.19684582179456811, 2906.1030000000000655, 1, 2906.3330000000000837, 35.526350367357139248, 2906.1030000000000655, 1, 2906.3330000000000837, 47.418120447845453214, 2906.1030000000000655, 1
2906.3429999999998472, 67.642846622927166322, 2906.1080000000001746, 1, 2906.3429999999998472, 54.19685674587743307, 2906.1080000000001746, 1, 2906.3429999999998472, 35.526363508364497079, 2906.1080000000001746, 1, 2906.3429999999998472, 47.4181032118797674, 2906.1080000000001746, 1
2906.3429999999998472, 67.642837278445213656, 2906.112999999999829, 1, 2906.3429999999998472, 54.196874297911435292, 2906.112999999999829, 1, 2906.3429999999998472, 35.526376066954014732, 2906.112999999999829, 1, 2906.3429999999998472, 47.418088936208441453, 2906.112999999999829, 1
2906.3530000000000655, 67.439834928066673569, 2906.1179999999999382, 1, 2906.3530000000000655, 53.795348992814083999, 2906.1179999999999382, 1, 2906.3530000000000655, 35.127076646057986409, 2906.1179999999999382, 1, 2906.3530000000000655, 47.419274980966633848, 2906.1179999999999382, 1
2906.36200000000008, 67.439825110742049219, 2906.1239999999997963, 1, 2906.36200000000008, 53.795365535919167144, 2906.1239999999997963, 1, 2906.36200000000008, 35.127087119827834272, 2906.1239999999997963, 1, 2906.36200000000008, 47.419261525266250601, 2906.1239999999997963, 1
2906.3730000000000473, 67.439815293365299453, 2906.1280000000001564, 1, 2906.3730000000000473, 53.795382078793494429, 2906.1280000000001564, 1, 2906.3730000000000473, 35.127097593608795023, 2906.1280000000001564, 1, 2906.3730000000000473, 47.419248069574976512, 2906.1280000000001564, 1
2906.3910000000000764, 67.642783180015783273, 2906.1329999999998108, 1, 2906.3910000000000764, 54.196932887101738174, 2906.1329999999998108, 1, 2906.3910000000000764, 35.526425595676101921, 2906.1329999999998108, 1, 2906.3910000000000764, 47.418029353726183217, 2906.1329999999998108, 1
2906.3930000000000291, 67.642774725342590614, 2906.13799999999992, 1, 2906.3930000000000291, 54.19694876643846726, 2906.13799999999992, 1, 2906.3930000000000291, 35.526436958152515899, 2906.13799999999992, 1, 2906.3930000000000291, 47.418016437755127868, 2906.13799999999992, 1
2906.4029999999997926, 67.642765825594651119, 2906.1430000000000291, 1, 2906.4029999999997926, 54.196965481268648546, 2906.1430000000000291, 1, 2906.4029999999997926, 35.526448918623430018, 2906.1430000000000291, 1, 2906.4029999999997926, 47.418002841979479456, 2906.1430000000000291, 1
2906.4229999999997744, 67.642745382224816808, 2906.1480000000001382, 1, 2906.4229999999997744, 54.196978068462826172, 2906.1480000000001382, 1, 2906.4229999999997744, 35.52646248926975403, 2906.1480000000001382, 1, 2906.4229999999997744, 47.417985447510872632, 2906.1480000000001382, 1
2906.4329999999999927, 67.43976620569669933, 2906.1539999999999964, 1, 2906.4329999999999927, 53.795464789708830722, 2906.1539999999999964, 1, 2906.4329999999999927, 35.12714996248068644, 2906.1539999999999964, 1, 2906.4329999999999927, 47.419180791289008425, 2906.1539999999999964, 1
2906.4329999999999927, 67.439756878886271352, 2906.1579999999999018, 1, 2906.4329999999999927, 53.79548050414109639, 2906.1579999999999018, 1, 2906.4329999999999927, 35.127160436248004771, 2906.1579999999999018, 1, 2906.4329999999999927, 47.419167335666621454, 2906.1579999999999018, 1
2906.44399999999996, 67.439747061141730455, 2906.1630000000000109, 1, 2906.44399999999996, 53.795497045411302395, 2906.1630000000000109, 1, 2906.44399999999996, 35.127170910020481642, 2906.1630000000000109, 1, 2906.44399999999996, 47.419153880059553785, 2906.1630000000000109, 1
2906.4529999999999745, 67.439737243348517381, 2906.1680000000001201, 1, 2906.4529999999999745, 53.795513586460188549, 2906.1680000000001201, 1, 2906.4529999999999745, 35.127180860112133587, 2906.1680000000001201, 1, 2906.4529999999999745, 47.41914109724093862, 2906.1680000000001201, 1
2906.4630000000001928, 67.642688380898562173, 2906.1729999999997744, 1, 2906.4630000000001928, 54.197055012931407703, 2906.1729999999997744, 1, 2906.4630000000001928, 35.526522874429524279, 2906.1729999999997744, 1, 2906.4630000000001928, 47.417914510676880013, 2906.1729999999997744, 1
2906.4729999999999563, 67.439717116685201859, 2906.1790000000000873, 1, 2906.4729999999999563, 53.795547494897022034, 2906.1790000000000873, 1, 2906.4729999999999563, 35.127202331342495256, 2906.1790000000000873, 1, 2906.4729999999999563, 47.419113513307976859, 2906.1790000000000873, 1
