gazebo-time, fl-z, foot-time, fl-contact, gazebo-time, fl-y, gazebo-time, fl-x, gazebo-time, fr-z, foot-time, fr-contact, gazebo-time, fr-y, gazebo-time, fr-x, gazebo-time, rl-z, foot-time, rl-contact, gazebo-time, rl-y, gazebo-time, rl-x, gazebo-time, rr-z, foot-time, rr-contact, gazebo-time, rr-y, gazebo-time, rr-x
3334.8099999999999454, 58.805980932566697561, 3334.9029999999997926, 1, 3334.8099999999999454, -15.829135467796195513, 3334.8099999999999454, 10.026096216622907065, 3334.8099999999999454, 62.273097352550962569, 3334.9029999999997926, 1, 3334.8099999999999454, 15.252404103385240219, 3334.8099999999999454, 1.0629978953100831518, 3334.8099999999999454, 45.160802401021555852, 3334.9029999999997926, 1, 3334.8099999999999454, -7.5890238138844807736, 3334.8099999999999454, -11.553321038808959997, 3334.8099999999999454, 38.526751595701696829, 3334.9029999999997926, 1, 3334.8099999999999454, 7.9124930187976048046, 3334.8099999999999454, -0.8678073152890206643
3334.8150000000000546, 58.805995018659551477, 3334.9079999999999018, 1, 3334.8150000000000546, -15.828902151886101279, 3334.8150000000000546, 10.02608985567099964, 3334.8150000000000546, 62.273103887842935933, 3334.9079999999999018, 1, 3334.8150000000000546, 15.252170823587649195, 3334.8150000000000546, 1.0629932830711759095, 3334.8150000000000546, 45.160797833154660452, 3334.9079999999999018, 1, 3334.8150000000000546, -7.5889259957592578587, 3334.8150000000000546, -11.553315875332380358, 3334.8150000000000546, 38.526752499615575687, 3334.9079999999999018, 1, 3334.8150000000000546, 7.9123949144157279534, 3334.8150000000000546, -0.867810577896996449
3334.8150000000000546, 58.806007695786000511, 3334.9130000000000109, 1, 3334.8150000000000546, -15.828692170369507153, 3334.8150000000000546, 10.02608413100406537, 3334.8150000000000546, 62.273109769390217139, 3334.9130000000000109, 1, 3334.8150000000000546, 15.251960874615358321, 3334.8150000000000546, 1.0629891321189930409, 3334.8150000000000546, 45.160793722136759243, 3334.9130000000000109, 1, 3334.8150000000000546, -7.5888379605523885729, 3334.8150000000000546, -11.553311228313578596, 3334.8150000000000546, 38.526753313071750995, 3334.9130000000000109, 1, 3334.8150000000000546, 7.912306621533934603, 3334.8150000000000546, -0.86781351429771191874
3334.8249999999998181, 58.806021781050546338, 3334.9180000000001201, 1, 3334.8249999999998181, -15.828458860913722006, 3334.8249999999998181, 10.026077770483016849, 3334.8249999999998181, 62.273116304194601867, 3334.9180000000001201, 1, 3334.8249999999998181, 15.251727601365006493, 3334.8249999999998181, 1.0629845200188725585, 3334.8249999999998181, 45.160789154389107125, 3334.9180000000001201, 1, 3334.8249999999998181, -7.5887401449654765528, 3334.8249999999998181, -11.553306065095128474, 3334.8249999999998181, 38.526754216809663944, 3334.9180000000001201, 1, 3334.8249999999998181, 7.9122085195939444446, 3334.8249999999998181, -0.86781677701402770708
3334.8249999999998181, 58.806037274364982181, 3334.9229999999997744, 1, 3334.8249999999998181, -15.828202224177717383, 3334.8249999999998181, 10.026070774160171339, 3334.8249999999998181, 62.273123492201619911, 3334.9229999999997744, 1, 3334.8249999999998181, 15.2514710045176205, 3334.8249999999998181, 1.0629794467859987606, 3334.8249999999998181, 45.160784129926994979, 3334.9229999999997744, 1, 3334.8249999999998181, -7.5886325492578761143, 3334.8249999999998181, -11.553300385681954054, 3334.8249999999998181, 38.526755210850090805, 3334.9229999999997744, 1, 3334.8249999999998181, 7.9121006088607392925, 3334.8249999999998181, -0.86782036607639057024
3334.8299999999999272, 58.806051358728637979, 3334.9279999999998836, 1, 3334.8299999999999272, -15.827968921600637842, 3334.8299999999999272, 10.026064414105764655, 3334.8299999999999272, 62.273130026489710076, 3334.9279999999998836, 1, 3334.8299999999999272, 15.251237738263670352, 3334.8299999999999272, 1.0629748348235708022, 3334.8299999999999272, 45.16077956230360968, 3334.9279999999998836, 1, 3334.8299999999999272, -7.5885347363857791336, 3334.8299999999999272, -11.553295222722521629, 3334.8299999999999272, 38.526756114420550148, 3334.9279999999998836, 1, 3334.8299999999999272, 7.9120025095390200676, 3334.8299999999999272, -0.86782362891524655879
3334.8350000000000364, 58.806065442669989807, 3334.9329999999999927, 1, 3334.8350000000000364, -15.827735622367193002, 3334.8350000000000364, 10.026058054275090115, 3334.8350000000000364, 62.273136560530332417, 3334.9329999999999927, 1, 3334.8350000000000364, 15.251004475395721016, 3334.8350000000000364, 1.0629702229332878005, 3334.8350000000000364, 45.160774994735177756, 3334.9329999999999927, 1, 3334.8350000000000364, -7.5884369248186445134, 3334.8350000000000364, -11.553290059890022334, 3334.8350000000000364, 38.52675701791401508, 3334.9329999999999927, 1, 3334.8350000000000364, 7.9119044114786865052, 3334.8350000000000364, -0.86782689182031091946
3334.8389999999999418, 58.806079526181719075, 3334.9380000000001019, 1, 3334.8389999999999418, -15.827502326470032301, 3334.8389999999999418, 10.026051694671426873, 3334.8389999999999418, 62.273143094317774171, 3334.9380000000001019, 1, 3334.8389999999999418, 15.250771215918355495, 3334.8389999999999418, 1.0629656111165886045, 3334.8389999999999418, 45.160770427242027836, 3334.9380000000001019, 1, 3334.8389999999999418, -7.5883391145746115214, 3334.8389999999999418, -11.55328489718579732, 3334.8389999999999418, 38.526757921321795664, 3334.9380000000001019, 1, 3334.8389999999999418, 7.9118063146887340764, 3334.8389999999999418, -0.86783015478320635339
3334.8449999999997999, 58.806038040820283186, 3334.943000000000211, 1, 3334.8449999999997999, -15.827473253655309549, 3334.8449999999997999, 10.0260488760514761, 3334.8449999999997999, 62.273096928845475873, 3334.943000000000211, 1, 3334.8449999999997999, 15.250752867674350455, 3334.8449999999997999, 1.0629649964702423404, 3334.8449999999997999, 45.160753652468329733, 3334.943000000000211, 1, 3334.8449999999997999, -7.5883062529201081858, 3334.8449999999997999, -11.553284794125330492, 3334.8449999999997999, 38.526747306562711515, 3334.943000000000211, 1, 3334.8449999999997999, 7.9117645857356606598, 3334.8449999999997999, -0.86783087905821432173
3334.8490000000001601, 58.806052124272696346, 3334.9479999999998654, 1, 3334.8490000000001601, -15.827239964474451028, 3334.8490000000001601, 10.026042516897710755, 3334.8490000000001601, 62.2731034629349125, 3334.9479999999998654, 1, 3334.8490000000001601, 15.250519614980815319, 3334.8490000000001601, 1.0629603847921487159, 3334.8490000000001601, 45.160749085220984966, 3334.9479999999998654, 1, 3334.8490000000001601, -7.5882084452886857662, 3334.8490000000001601, -11.553279631665441585, 3334.8490000000001601, 38.526748209941374057, 3334.9479999999998654, 1, 3334.8490000000001601, 7.9116664914751755333, 3334.8490000000001601, -0.86783414212923304376
3334.8550000000000182, 58.80606620729994205, 3334.9529999999999745, 1, 3334.8550000000000182, -15.827006678621179603, 3334.8550000000000182, 10.026036157965336315, 3334.8550000000000182, 62.273109996787866294, 3334.9529999999999745, 1, 3334.8550000000000182, 15.250286365688252133, 3334.8550000000000182, 1.0629557731790839625, 3334.8550000000000182, 45.160744518051799901, 3334.9529999999999745, 1, 3334.8550000000000182, -7.5881106389675458956, 3334.8550000000000182, -11.553274469350304443, 3334.8550000000000182, 38.526749113259995738, 3334.9529999999999745, 1, 3334.8550000000000182, 7.9115683984866578271, 3334.8550000000000182, -0.86783740527928543429
3334.8600000000001273, 58.80608028989833258, 3334.9580000000000837, 1, 3334.8600000000001273, -15.826773396109091507, 3334.8600000000001273, 10.026029799262367703, 3334.8600000000001273, 62.273116530381628309, 3334.9580000000000837, 1, 3334.8600000000001273, 15.25005311976736877, 3334.8600000000001273, 1.0629511616416813524, 3334.8600000000001273, 45.160739950908073581, 3334.9580000000000837, 1, 3334.8600000000001273, -7.5880128339556556227, 3334.8600000000001273, -11.553269307156705636, 3334.8600000000001273, 38.526750016467275373, 3334.9580000000000837, 1, 3334.8600000000001273, 7.9114703067549907445, 3334.8600000000001273, -0.86784066847117813381
3334.8699999999998909, 58.806094372069267706, 3334.9630000000001928, 1, 3334.8699999999998909, -15.826540116928155655, 3334.8699999999998909, 10.026023440777013462, 3334.8699999999998909, 62.273123063721854464, 3334.9630000000001928, 1, 3334.8699999999998909, 15.249819877234571663, 3334.8699999999998909, 1.0629465501657762161, 3334.8699999999998909, 45.160735383853619851, 3334.9630000000001928, 1, 3334.8699999999998909, -7.5879150302590749888, 3334.8699999999998909, -11.553264145080341052, 3334.8699999999998909, 38.52675091959696374, 3334.9630000000001928, 1, 3334.8699999999998909, 7.9113722162897204271, 3334.8699999999998909, -0.8678439317328745517
3334.8699999999998909, 58.806108453800817415, 3334.9690000000000509, 1, 3334.8699999999998909, -15.826306841072485199, 3334.8699999999998909, 10.026017082523253521, 3334.8699999999998909, 62.273129596813916464, 3334.9690000000000509, 1, 3334.8699999999998909, 15.249586638090955049, 3334.8699999999998909, 1.0629419387638989747, 3334.8699999999998909, 45.160730816849522284, 3334.9690000000000509, 1, 3334.8699999999998909, -7.5878172278725788402, 3334.8699999999998909, -11.553258983151602379, 3334.8699999999998909, 38.526751822646957635, 3334.9690000000000509, 1, 3334.8699999999998909, 7.9112741270908850666, 3334.8699999999998909, -0.8678471950521036149
3334.8800000000001091, 58.80612253510184928, 3334.9729999999999563, 1, 3334.8800000000001091, -15.826073568558671312, 3334.8800000000001091, 10.026010724493449544, 3334.8800000000001091, 62.273136129658198001, 3334.9729999999999563, 1, 3334.8800000000001091, 15.249353402329258955, 3334.8800000000001091, 1.0629373274344153799, 3334.8800000000001091, 45.160726249899674656, 3334.9729999999999563, 1, 3334.8800000000001091, -7.5877194267948766537, 3334.8800000000001091, -11.553253821330949691, 3334.8800000000001091, 38.526752725606236538, 3334.9729999999999563, 1, 3334.8800000000001091, 7.9111760391581045226, 3334.8800000000001091, -0.86785045842321650866
3334.8850000000002183, 58.806081059103796349, 3334.9780000000000655, 1, 3334.8850000000002183, -15.826044495583440508, 3334.8850000000002183, 10.026007906121424895, 3334.8850000000002183, 62.27308997430336035, 3334.9780000000000655, 1, 3334.8850000000002183, 15.24933505257012456, 3334.8850000000002183, 1.0629367130936202557, 3334.8850000000002183, 45.160709478027520447, 3334.9780000000000655, 1, 3334.8850000000002183, -7.5876865672980473576, 3334.8850000000002183, -11.553253718109846915, 3334.8850000000002183, 38.526742112560746989, 3334.9780000000000655, 1, 3334.8850000000002183, 7.9111343131663076633, 3334.8850000000002183, -0.86785118255568249879
3334.8899999999998727, 58.806095140358507933, 3334.9830000000001746, 1, 3334.8899999999998727, -15.82581122978521293, 3334.8899999999998727, 10.026001548544257957, 3334.8899999999998727, 62.273096507450759418, 3334.9830000000001746, 1, 3334.8899999999998727, 15.249101823601286299, 3334.8899999999998727, 1.0629321019053392661, 3334.8899999999998727, 45.16070491134347975, 3334.9830000000001746, 1, 3334.8899999999998727, -7.5875887688377456897, 3334.8899999999998727, -11.553248556560580695, 3334.8899999999998727, 38.526743015495185318, 3334.9830000000001746, 1, 3334.8899999999998727, 7.9110362277635069006, 3334.8899999999998727, -0.86785444604591077677
3334.8899999999998727, 58.806109221182268243, 3334.987999999999829, 1, 3334.8899999999998727, -15.825577967320413109, 3334.8899999999998727, 10.025995191183188382, 3334.8899999999998727, 62.273103040343848136, 3334.987999999999829, 1, 3334.8899999999998727, 15.248868598016608544, 3334.8899999999998727, 1.0629274907820267515, 3334.8899999999998727, 45.160700344709574949, 3334.987999999999829, 1, 3334.8899999999998727, -7.5874909716850460484, 3334.8899999999998727, -11.553243395118910186, 3334.8899999999998727, 38.526743918364545038, 3334.987999999999829, 1, 3334.8899999999998727, 7.9109381436302257384, 3334.8899999999998727, -0.86785770960053199019
3334.8960000000001855, 58.806123301580626617, 3334.9929999999999382, 1, 3334.8960000000001855, -15.825344708188373133, 3334.8960000000001855, 10.025988834050245657, 3334.8960000000001855, 62.27310957299705052, 3334.9929999999999382, 1, 3334.8960000000001855, 15.248635375821443461, 3334.8960000000001855, 1.0629228797265248829, 3334.8960000000001855, 45.160695778161510816, 3334.9929999999999382, 1, 3334.8960000000001855, -7.5873931758600550168, 3334.8960000000001855, -11.553238233825984693, 3334.8960000000001855, 38.526744821135366692, 3334.9929999999999382, 1, 3334.8960000000001855, 7.9108400607570397156, 3334.8960000000001855, -0.86786097321802913029
3334.8989999999998872, 57.804277778537894505, 3334.9980000000000473, 1, 3334.8989999999998872, -16.462130219341744919, 3334.8989999999998872, 14.027829839027077696, 3334.8989999999998872, 62.052552082288983115, 3334.9980000000000473, 1, 3334.8989999999998872, 15.757382695691093843, 3334.8989999999998872, 3.573544979427058621, 3334.8989999999998872, 45.004236673651057288, 3334.9980000000000473, 1, 3334.8989999999998872, -7.6040953129473978223, 3334.8989999999998872, -12.13790312378669789, 3334.8989999999998872, 38.504264392874006262, 3334.9980000000000473, 1, 3334.8989999999998872, 8.0653780958930170186, 3334.8989999999998872, -0.12026136608564641506
3334.9050000000002001, 57.804294784896988801, 3335.0030000000001564, 1, 3334.9050000000002001, -16.461897133344756128, 3334.9050000000002001, 14.02782463769235477, 3334.9050000000002001, 62.052560701724253533, 3335.0030000000001564, 1, 3334.9050000000002001, 15.757149541507144974, 3334.9050000000002001, 3.573540713361619936, 3334.9050000000002001, 45.004232210896397248, 3335.0030000000001564, 1, 3334.9050000000002001, -7.6039975180405736666, 3334.9050000000002001, -12.137897904415584804, 3334.9050000000002001, 38.504265752441448001, 3335.0030000000001564, 1, 3334.9050000000002001, 8.0652800199703289508, 3334.9050000000002001, -0.12026460403046712599
3334.9099999999998545, 57.804311790769915547, 3335.0079999999998108, 1, 3334.9099999999998545, -16.46166405067247851, 3334.9099999999998545, 14.02781943655753949, 3334.9099999999998545, 62.052569320883932846, 3335.0079999999998108, 1, 3334.9099999999998545, 15.756916390712769172, 3334.9099999999998545, 3.5735364473538488994, 3334.9099999999998545, 45.004227748205657633, 3335.0079999999998108, 1, 3334.9099999999998545, -7.6038997244533375053, 3334.9099999999998545, -12.137892685186663755, 3334.9099999999998545, 38.504267111907019228, 3335.0079999999998108, 1, 3334.9099999999998545, 8.0651819453076996069, 3334.9099999999998545, -0.12026784203824547603
